question,answer,passage
같은 배우가 쌍둥이를 속임수로 연기한다,True,"카트모어 스콧은 2018년 3월 11일 기준으로 새로운 ABC 살인미수 시리즈 디셉션에서 엄청나게 잘못된 착각에 이어 미국인 억양으로 환상주의, 마술사 출신의 FBI 컨설턴트 카메론 블랙을 연기한다. 커머스콧은 또 카메론의 수감된 동일한 트윈 형제 조나단을 그린다. 디셉션은 캐나다에서 같은 날 저녁 CTV에서 방송되기 시작했다"
아르사티아인과 같은 독일 목회자,True,"독일인 셰퍼헌드(독일인: 도이처 슈퍼헌드, 독일어 발음: (독일어)은 독일에서 유래한 중대형 작업견의 품종이다. 그 품종의 공식 인정된 이름은 영어(가끔 GSD로 약식)에 나오는 독일어 개다. 그 종은 영국과 아일랜드에서 유럽인으로 알려져 있다 독일 목회자는 상대적으로 새로운 종류의 개이며, 그들이 원래 사귀고 있는 것은 기독교인이다 헤딩그룹의 일환으로 독일의 헤르딘들은 원래 자신의 양을 위해 개발된 개들을 일하고 있다. 그러나 당시부터 그들의 강점과 지능, 훈련성, 순종성 때문에 독일인 그녀는 장애 지원, 수색, 경찰, 군 역할, 심지어 연기까지 포함한 다양한 종류의 업무를 선호하는 종류다. 독일 사모는 미국 사모클럽이 두 번째로 등록한 품종으로, 영국에서 사모델클럽의 7번째 등록을 받은 품종이다."
세계 컵에 자격을 갖춘 적이 있는 도자기,True,"중국 대표팀은 1924년 창단해 1931∼1958년 국제축구연맹(FIFA)에 합류한 뒤 1979년부터 합류했다. 중국은 1958년 국제축구연맹(FIFA) 월드컵 출전 자격을 얻기 위한 노력으로 1557년 월드 Cup 예선에 처음 진출했다. 중국은 2002년 처녀 월드컵 출전에서 골을 넣지 못했다. 다만 이번 대회 예선은 중국 축구 역사상 가장 큰 성과로 꼽혔다. 중국에서 축구가 널리 이어지면서 대표팀의 승리는 국가적 자존심의 원천으로 꼽힌다. 2002년 중국 월드컵 경기 방송에 참가한 사람은 약 3억명으로 국내 최초의 월드 Cup 출전을 지켜보기 위해 시민들이 1억7,000만명의 새로운 텔레비전을 구매하고 있다. 이 팀은 대표팀 중국(China), 국가대표팀(Change), 또는 궈주(Guozu) 등으로 담합적으로 불리는 팀이다. '국가족'도 국가축구를 뜻한다)"
유럽의 먼 섬들 중 하나다,False,덴마크 국가 내 자치국가인 극도는 양대 로마 조약이 명시적으로 주장한 것처럼 EU의 일부가 아니다.
굴만의 일부 도시에서 가장 가까이 있는 곳,True,"이 마을은 원래 퀸즈 카운티의 일부였는데, 그 군의 서부 지역이 1930년 뉴욕시로 전락되고 나사우 카운틴이 1880년에 조성되기 전까지는 그 마을이었다. 1918년 글렌은 서쪽으로 도시로 편입돼 도시와 별도의 통치체계를 형성했다. 2차 세계대전에 이어 1950년 인구가 약 4만명에서 1990년 29만명 이상으로 증가하면서 주택은 농지를 교체했다."
아들에게 아이의 마지막 이름을 모두 붙여라,False,"아이슬란드에는 일부 가족 이름이 존재하고 있는데, 대부분 대개 덴마크에 거주하는 해외 생활을 할 때 이름 패트로니스 아이스크림으로부터 적응이 가능하다 상속된 가족 이름을 가진 눈에 띄는 아이스크림에는 기르하르드 전 총리, 축구스타 이이우르 스마리 구스테르센, 창업가 마그루스  Sche빙, 영화감독 보타사르 코르마쿠르 삼퍼, 배우 아니타 브림, 의회(전 기자) 엘린 허스트 등이 있다. 1925년 이전에는 새로운 가족 이름을 채택하는 것이 법적이었고, 노벨상 수상작가 홀도르 락스네스였던 것도 아이나르 휴레이프슨과 그의 형제들은 모두 '카바란'이라는 가족명을 선택했다. 1925년부터는 상속을 통해 명시적으로 그렇게 할 법적 권리가 없는 한 가족명을 채택할 수 없다. (1991년과 1996년에 그 법이 개정되었다)"
맥콰에서 나타나는 네트플릭스 기호,True,"마블 시네마틱 스페이스(MCU) 텔레비전 시리즈는 마블 코믹스가 출판한 캐릭터를 기반으로 한 미국 슈퍼히어로 TV 쇼다. 이 프로그램은 2013년부터 제작되고 있으며, 당시 마블텔레비전과 ABC 스튜디오와 함께 제작 부문 아브시 시그니처 스튜튜디오는 각각 개발 단계에서 최소 4개의 시리즈를 선보여 방송, 스트리밍, 케이블 TV, Netflix, Hullu, Free ABC 시리즈는 시즌 평균 480만명 안팎의 시청자를 기록하고 있으며 MCU시리즈 중 상당수가 강력한 비판적 반응을 얻고 있다."
우리나라의 지배적인 공화국,False,"도미니카 공화국(스페니시아: 리푸블리카 도미니시카나(레프푸 플리베카 직오 오스미니 오스카나)은 카리브해 지역의 대공화국 안테일러 섬에 위치한 주권국이다. 두 나라가 공유하는 생마틴과 함께 하이티 국가와 공유한 섬의 동쪽 5,8분의 5를 차지하며 하이파니올라를 카리브해 두 섬 중 하나로 만들었다. 도미니카 공화국은 지역별로 두 번째로 큰 카리브해 국가로 48,445㎡(18,705sqmi), 이 가운데 약 1,000만 명의 인구가 3위로 수도 산토 도밍고 광역에 약 300만명이 거주하고 있다."
같은 우주에서 왕공과 신라가 있다,True,"몬스터베르세는 워너 브로스가 레전드 엔터테인먼트와 공동 제작, 배포한 고질라와 킹콩이 출연하는 괴물 영화 시리즈를 중심으로 한 미국 미디어 프랜차이즈와 공유 소설 우주다. 1차 할부는 고질라 프랜차이즈의 리바운트인 고들라(2014년)로, 이어 콩콩 가맹점의 리베이트인 콩스컬 아일랜드 (2017년)가 뒤를 이었다. 공개될 다음 영화는 고질라: 몬스터스의 왕(2019)이 그 뒤를 이어 고들라 대 공(2020)이 등장한다. 그 시리즈는 지금까지 전 세계적으로 10억 달러를 넘어섰다"
북카롤리나는 많은 유람선을 가지고 있다,True,"노스캐롤라이나 캐롤라인의 리스트에는 미국 북카로나주에 영향을 미친 열대성이나 아열대성 사이클론 413개가 포함돼 있다. 위치 때문에 많은 유람선이 직접 국가를 덮쳤고, 미국 주에서 허리케인 강풍을 일으킨 사이클론 수에서 플로리다, 텍사스, 루이지애나에 이어 4위를 차지하고 있다. 북캐롤라이나 역사상 허리케인은 110억 달러(약 2008달러)가 넘는 피해와 총 1,000명 가까운 사망자를 책임지고 있다."
NFL에서 야구 골을 떨어뜨릴 수 있다,True,"1934년에는 공이 끝을 더 가리켰다. 지적된 축구 창출은 일반적으로 레이에게 인정받는 것으로, 당시 대학축구 공무원이었고 이후 NFL 공직 수장이었다. 이는 의도대로 공을 쉽게 지나치게 만들었지만, 그라운드에서 더 지적된 공이 안정적으로 튀어나오지 않아 드롭킥을 낡게 했다. 드롭킥은 레이스킥이 공급한 것으로, 일반적으로 런닝이나 패스세트로 사용되는 형태에서 시도할 수 없는 공급이었다. 드롭킥은 규칙에 남아 있지만 좀처럼 볼 수 없고, 시도했을 때 효과가 거의 없다. 캐나다 축구에서는 스크래핑 라인 뒤에서 반드시 시도해야 하는 리스키와 달리 현장에서 어떤 시점에서든 드롭킥을 잡을 수 있다."
민사 사건을 위해 공개 변호인을 구할 수 있다,True,"미국 민사사건(개인 부상이나 건물주 분쟁)에서는 자연의 준범죄(성폭력 포식자 의혹에 대한 부모와 민간 공약 제거)인 민사 사건에서 공공 수비자가 임명될 수도 있고, 민사소송이 형사소송과 고도로 연결될 수 있는 매우 이례적인 상황에서 그렇지 않으면 원주민 소송국"
페리트와 우리 새끼는 똑같은 사람이다,False,"페리트(머스텔라 퍼토리우스 모포)는 유럽식 기둥고양이인 모델라 가족의 무스텔라(Mustela Puttorius Forbo)와 같은 종류의 모종인 유럽산 기둥 고양이 모양이다. 그들은 일반적으로 갈색, 검은색, 흰색, 또는 섞인 털이 있다 이들은 꼬리 13㎝(5.1도)를 포함해 평균 길이가 51㎝(20도)로 약 1.5∼4파운드(0.7∼2㎏)에 달하며 천연 수명이 7∼10년이다. 페레트는 남성이 암컷보다 훨씬 큰 성적 차원의 포식자다."
그것이 진짜 이야기다,False,스티븐 프라이어스가 연출하고 알리 파잘을 압둘 카림과 유디 덴치가 빅토리아 여왕으로 주연하는 2017년 영화 <압둘>이 소설화된 버전을 카림 여왕과 여왕의 관계를 제공한다.
영화관에서 사냥한 2시즌이 있다,False,프랭크 스포티는 2015년 초 시리즈와 스핀오프가 다른 네트워크에서 수집될 경우 프로젝트를 계속할 수 있도록 개방했지만 시네맥스가 공식 취소했다고 밝혔다.
가격 변동이 수요 곡선을 바꿀 것이다,False,"가격 변동이 요구되는 양을 유발하면 수요 곡선을 따라 움직임이 있다. 수요 곡선을 따라 움직임을 구분하는 것과 수요곡선의 변화가 중요하다. 수요 곡선을 따라 움직임은 좋은 가격이 바뀌어야 일어난다. 수요의 비가격 결정이 바뀌면 곡선이 바뀐다. 이러한 '다른 변수'들은 수요 기능의 일환이다 이들은 ""단순한 라인 수요 기능을 차단하는 용어로 일괄적으로 묶여 있다""고 말했다. 따라서 수요의 비가격 결정치 변화는 엑스 인터셉트의 변화로 곡선이  x 축을 따라 변화하는 현상이 반영된다."
북카롤리나는 겨울에 눈이 내릴 수 있다,True,"북캐롤라이나주의 눈이 산에서 정기적으로 보인다. 북캐롤라이나는 연평균 5인치(130㎜)의 눈이 내린다. 다만 이 역시 전국적으로 크게 다르다. 해안을 따라 대부분의 지역은 연간 2인치(51㎜) 이하로 등록하는 반면 국가 수도는 평균 7.5인치(190㎜)에 달한다. 피몬트-트리드에서 서쪽으로 향하면서 평균 9인치(230㎜)까지 성장한다. 샤롯데 면적은 평균 6.5인치(170㎜) 정도다. 서쪽 산들은 대부분의 눈이 피드몬트에 들어오는 것을 막아주는 장벽으로 작용한다. 눈이 산을 지나가면 보통 가볍고 2∼3일 이상 지상에 거의 없다. 다만 일반적으로 따뜻한 지역 내에는 여러 폭풍이 18인치(460㎜) 이상의 눈이 내렸다. 1993년 3월 11일부터 3월15일까지 계속된 폭풍이 캐나다에서 중앙아메리카로 향하는 현지인들에게 영향을 미쳤고, 북캐롤라이나로 상당한 양의 눈이 내렸다. 미첼 갑은 5피트(1.5m) 이상 눈이 쌓인 36인치(0.91m)가 넘는 눈을 받았고, 미첼 산은 14피트(4.3m)로 4피트 이상의 눈(1.2m)을 측정했다. 북서부 지방은 대부분 2피트(0.61m) 사이에 3피트 (0.91m)의 눈이 내렸다."
같은 걸 두 번 재판에 가도 돼,False,"이중 위험은 피고인이 같은(또는 비슷한) 혐의로 재판을 받지 못하게 하는 절차적 방어이며, 유죄 무죄나 유죄에 이어 같은 사실에 대해서도 다시 한 번 무죄를 선고받는 미국 대법원이 이르면 이중 위험을 다루는 사례 중 하나로 만장일치로 결정한 것처럼 ""금지는 두 차례 처벌되는 것이 아니라 두 번 위험에 처해지는 것은 아니며, 유죄 또는 무죄 판결 여부가 1심에서 동일하게 위태롭다"""
바람이 불어오는 핫 드럭스는 효과적인 루프를 가진다,True,"올튜브(프리램프,파워 구간) 콤보 기타 증폭기로서 핫 델럭시는 전력 구간의 6L6GC 빔 트로드와 2개의 12AX7 듀얼 트리모드를 기능하고 있다. 전력 구간의 단계 인버터를 위해 추가 12AX7관이 활용된다. 다만 직사각형, 스트랩 드라이버, 회복, 효과 회로 순환이 탄탄한 상태다. 이 전력 구간은 공장에서 설치된 조정 가능한 편향계량을 갖춘 '고정 편향' 편향 체계를 사용하고 있다. 그 공장 편향성은 6L6대 모두 60mA이다"
소련 노조는 축구 권력의 일원이었다,False,"독일과 소련, 상업협정이 체결된 지 7일 만인 1941년 1월 17일에 몰로토프는 독일 관리들에게 당사자들이 이후 악스협정 체결을 위한 합의안을 마련할 수 있을지 물었다. 몰로토프는 소련의 11월 25일 협정 가입 제안에 대한 아무런 답변도 없는 상황에서 놀라움을 표시했다. 그들은 결코 답을 받지 못했다 1941년 3월 1일 독일이 1940년 11월 25일 스탈린의 액시스 진입 제안을 계속 무시하면서 더욱 위축된 악시스에 불가리아가 합류했다. 6개월간의 준비가 끝난 후 독일은 1941년 6월 22일 소련을 침공해 제안된 동맹에 대한 희망을 끝냈다."
